"University","PMCID","PMID","DOI","Publisher","Journal title","ISSN","Article title","Total cost of Article Processing Charge (APC), in £","Amount of APC charged to Wellcome OA grant, in £ (see comment)","VAT charged","COST (£)","Wellcome grant","Licence info","Notes","Fulltext in EPMC?","XML Fulltext?","AAM?","Open Access?","Licence","Licence Source","Journal Type","Correct Article Confidence","Standard Compliance?","Deluxe Compliance?","Compliance Processing Ouptut",
,"PMC3590450",22796189,"10.1016/j.cellsig.2012.06.018","Elsevier","Cellular Signalling","0898-6568, 1873-3913","Analysis of substrate specificity and cyclin Y binding of PCTAIRE-1 kinase.",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3590450 to PMC3590450

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.cellsig.2012.06.018 to 10.1016/j.cellsig.2012.06.018

[2016-05-20T11:43:11Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:11Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:11Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:11Z processor] Journal with ISSN 0898-6568,1873-3913 was not found in DOAJ; assuming Hybrid",
,"PMC3694302",23200550,"10.1016/j.clineuro.2012.09.030","Elsevier","Clinical Neurology and Neurosurgery","0303-8467, 1872-6968","Next generation sequencing for neurological diseases: New hope or new hype?",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3694302 to PMC3694302

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.clineuro.2012.09.030 to 10.1016/j.clineuro.2012.09.030

[2016-05-20T11:43:12Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:12Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:12Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:12Z processor] Journal with ISSN 0303-8467,1872-6968 was not found in DOAJ; assuming Hybrid",
,"PMC3477630",21295205,"10.1016/j.crad.2010.10.009","Elsevier","Clinical Radiology","0009-9260, 1365-229X","Chest radiographic patterns in 75 adolescents with vertically acquired HIV infection.",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3477630 to PMC3477630

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.crad.2010.10.009 to 10.1016/j.crad.2010.10.009

[2016-05-20T11:43:12Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:12Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:12Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:12Z processor] Journal with ISSN 0009-9260,1365-229X was not found in DOAJ; assuming Hybrid",
,"PMC3866681",23267662,"10.1016/j.cognition.2013.08.008","Elsevier","Cognition","0959-4388, 1873-6882","Belief-based action prediction in preverbal infants",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3866681 to PMC3866681

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.cognition.2013.08.008 to 10.1016/j.cognition.2013.08.008

[2016-05-20T11:43:13Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:13Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:13Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:13Z processor] Journal with ISSN 0959-4388,1873-6882 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:52Z processor] This record's PMCID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers

[2016-05-20T11:56:54Z processor] This record's PMID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3765945",24027353,"10.1016/j.cogdev.2013.04.001","Elsevier","Cognitive Development","0885-2014","Developmental changes in effects of risk and valence on adolescent decision-making",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3765945 to PMC3765945

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.cogdev.2013.04.001 to 10.1016/j.cogdev.2013.04.001

[2016-05-20T11:43:13Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:13Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:13Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:13Z processor] Journal with ISSN 0885-2014 was not found in DOAJ; assuming Hybrid",
,"PMC3807794",23773550,"10.1016/j.concog.2013.04.008","Elsevier","Consciousness and Cognition","1053-8100, 1090-2376","Do infants provide evidence that the mirror system is involved in action understanding?",,,,,,,,"True","True","False","True","cc-by-nc-nd","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3807794 to PMC3807794

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.concog.2013.04.008 to 10.1016/j.concog.2013.04.008

[2016-05-20T11:43:13Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:13Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:13Z processor] Fulltext XML licence description contains the licence text CC BY-NC-ND which gives us licence type cc-by-nc-nd

[2016-05-20T11:43:13Z processor] Journal with ISSN 1053-8100,1090-2376 was not found in DOAJ; assuming Hybrid",
,"PMC3566545",23143153,"10.1016/j.concog.2012.10.005","Elsevier","Consciousness and Cognition","1053-8100, 1090-2376","Exploring implicit and explicit aspects of sense of agency",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3566545 to PMC3566545

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.concog.2012.10.005 to 10.1016/j.concog.2012.10.005

[2016-05-20T11:43:14Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:14Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:14Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:14Z processor] Journal with ISSN 1053-8100,1090-2376 was not found in DOAJ; assuming Hybrid",
,"PMC3719211",23376348,"10.1016/j.concog.2013.01.004","Elsevier","Consciousness and Cognition","1053-8100, 1090-2376","The development of metacognitive ability in adolescence",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3719211 to PMC3719211

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.concog.2013.01.004 to 10.1016/j.concog.2013.01.004

[2016-05-20T11:43:14Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:14Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:14Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:14Z processor] Journal with ISSN 1053-8100,1090-2376 was not found in DOAJ; assuming Hybrid",
,"PMC3686795",23840430,"10.1371/journal.pone.0066247","PLOS","PLOS One","1932-6203","CD38 Structure-Based Inhibitor Design Using the N1-Cyclic Inosine 5'-Diphosphate Ribose Template.",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3686795 to PMC3686795

[2016-05-20T11:39:51Z importer] normalised DOI 10.1371/journal.pone.0066247 to 10.1371/journal.pone.0066247

[2016-05-20T11:43:14Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:14Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:14Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution which gives us licence type cc-by

[2016-05-20T11:43:14Z processor] Journal with ISSN 1932-6203 was found in DOAJ; assuming OA",
,"PMC3664921",21774923,"10.1016/j.cortex.2011.06.001","Elsevier","Cortex","0010-9452, 1973-8102","Working, declarative and procedural memory in specific language impairment",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3664921 to PMC3664921

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.cortex.2011.06.001 to 10.1016/j.cortex.2011.06.001

[2016-05-20T11:43:15Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:15Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:15Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:15Z processor] Journal with ISSN 0010-9452,1973-8102 was not found in DOAJ; assuming Hybrid",
,"PMC3764337",23219383,"10.1016/j.cortex.2012.10.011","Elsevier","Cortex","0010-9452, 1973-8102","Available processing resources influence encoding-related brain activity before an event",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3764337 to PMC3764337

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.cortex.2012.10.011 to 10.1016/j.cortex.2012.10.011

[2016-05-20T11:43:15Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:15Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:15Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:15Z processor] Journal with ISSN 0010-9452,1973-8102 was not found in DOAJ; assuming Hybrid",
,"PMC3764338",23276398,"10.1016/j.cortex.2012.11.010","Elsevier","Cortex","0010-9452, 1973-8102","The hippocampus extrapolates beyond the view in scenes: an fMRI study of boundary extension",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3764338 to PMC3764338

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.cortex.2012.11.010 to 10.1016/j.cortex.2012.11.010

[2016-05-20T11:43:16Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:16Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:16Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:16Z processor] Journal with ISSN 0010-9452,1973-8102 was not found in DOAJ; assuming Hybrid",
,"PMC3701319",23245427,"10.1016/j.cortex.2012.10.005","Elsevier","Cortex","0010-9452, 1973-8102","Dynamic attentional modulation of vision across space and time after right hemisphere stroke and in ageing",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3701319 to PMC3701319

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.cortex.2012.10.005 to 10.1016/j.cortex.2012.10.005

[2016-05-20T11:43:16Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:16Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:16Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:16Z processor] Journal with ISSN 0010-9452,1973-8102 was not found in DOAJ; assuming Hybrid",
,"PMC3878386",23664001,"10.1016/j.cortex.2013.03.006","Elsevier","Cortex","0010-9452, 1973-8102","Sight and sound out of synch: Fragmentation and renormalisation of audiovisual integration and subjective timing",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3878386 to PMC3878386

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.cortex.2013.03.006 to 10.1016/j.cortex.2013.03.006

[2016-05-20T11:43:17Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:17Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:17Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:17Z processor] Journal with ISSN 0010-9452,1973-8102 was not found in DOAJ; assuming Hybrid",
,"PMC3988989",23932517,"10.1016/j.mib.2013.07.017","Elsevier","Current Opinion in Microbiology","1369-5274, 1879-0364","The asexual cycle of apicomplexan parasites: new findings that raise new questions.",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] PMCID none was syntactically invalid, so ignoring

[2016-05-20T11:39:51Z importer] normalised PMID 23932517 to 23932517

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.mib.2013.07.017 to 10.1016/j.mib.2013.07.017

[2016-05-20T11:43:17Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:17Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:17Z processor] Fulltext XML specifies licence type as CC BY

[2016-05-20T11:43:17Z processor] Journal with ISSN 1369-5274,1879-0364 was not found in DOAJ; assuming Hybrid",
,"PMC3925802",23265964,"10.1016/j.conb.2012.11.010","Elsevier","Current Opinion in Neurobiology","0959-4388, 1873-6882","Analysing connectivity with Granger causality and dynamic causal modelling",,,,,,,,"True","True","False","True","non-standard-licence","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3925802 to PMC3925802

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.conb.2012.11.010 to 10.1016/j.conb.2012.11.010

[2016-05-20T11:43:17Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:17Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:17Z processor] Fulltext XML contained licence information, but we could not recognise it as a standard open licence; recording non-standard-licence

[2016-05-20T11:43:17Z processor] Journal with ISSN 0959-4388,1873-6882 was not found in DOAJ; assuming Hybrid",
,"PMC3866681",23267662,"10.1016/j.conb.2012.11.012","Elsevier","Current Opinion in Neurobiology","0959-4388, 1873-6882","Updating dopamine reward signals",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3866681 to PMC3866681

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.conb.2012.11.012 to 10.1016/j.conb.2012.11.012

[2016-05-20T11:43:18Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:18Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:18Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:18Z processor] Journal with ISSN 0959-4388,1873-6882 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:52Z processor] This record's PMCID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers

[2016-05-20T11:56:54Z processor] This record's PMID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3677094",23592229,"10.1016/j.ydbio.2013.01.030","Elsevier","Developmental Biology","0012-1606, 1095-564X","The mechanisms of planar cell polarity, growth and the Hippo pathway: Some known unknowns",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3677094 to PMC3677094

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.ydbio.2013.01.030 to 10.1016/j.ydbio.2013.01.030

[2016-05-20T11:43:18Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:18Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:18Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:18Z processor] Journal with ISSN 0012-1606,1095-564X was not found in DOAJ; assuming Hybrid",
,"PMC3853584",23872197,"10.1016/j.dcn.2013.06.001","Elsevier","Developmental Cognitive Neuroscience","1878-9293, 1878-9307","The influence of reading ability on subsequent changes in verbal IQ in the teenage years",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3853584 to PMC3853584

[2016-05-20T11:39:51Z importer] normalised PMID 23872197 to 23872197

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.dcn.2013.06.001 to 10.1016/j.dcn.2013.06.001

[2016-05-20T11:43:18Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:18Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:18Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:18Z processor] Journal with ISSN 1878-9293,1878-9307 was found in DOAJ; assuming OA",
,"PMC3682176",23567505,"10.1016/j.dcn.2013.03.001","Elsevier","Developmental Cognitive Neuroscience","1878-9293, 1878-9307","Predicting IQ change from brain structure: A cross-validation study",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3682176 to PMC3682176

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.dcn.2013.03.001 to 10.1016/j.dcn.2013.03.001

[2016-05-20T11:43:19Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:19Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:19Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:19Z processor] Journal with ISSN 1878-9293,1878-9307 was found in DOAJ; assuming OA",
,"PMC3525856",23107315,"10.1016/j.diagmicrobio.2012.09.013","Elsevier","Diagnostic Microbiology and Infectious Disease","0732-8893, 1879-0070","Comparison of a Frozen Human Foreskin Fibroblast Cell Assay to an Enzyme Immunoassay and Toxigenic Culture for the Detection of Toxigenic Clostridium difficile",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3525856 to PMC3525856

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.diagmicrobio.2012.09.013 to 10.1016/j.diagmicrobio.2012.09.013

[2016-05-20T11:43:19Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:19Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:19Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:19Z processor] Journal with ISSN 0732-8893,1879-0070 was not found in DOAJ; assuming Hybrid",
,"PMC3629561",21680110,"10.1016/j.drugalcdep.2011.05.016","Elsevier","Drug and Alcohol Dependence","0376-8716, 1879-0046","Clinician and service user perceptions of implementing contingency management: A focus group study",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3629561 to PMC3629561

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.drugalcdep.2011.05.016 to 10.1016/j.drugalcdep.2011.05.016

[2016-05-20T11:43:20Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:20Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:20Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:20Z processor] Journal with ISSN 0376-8716,1879-0046 was not found in DOAJ; assuming Hybrid",
,"PMC3507620",23031387,"10.1016/j.earlhumdev.2012.09.005","Elsevier","Early Human Development","0378-3782, 1872-6232","Managing Severe infection in infancy in resource poor settings",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3507620 to PMC3507620

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.earlhumdev.2012.09.005 to 10.1016/j.earlhumdev.2012.09.005

[2016-05-20T11:43:20Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:20Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:20Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:20Z processor] Journal with ISSN 0378-3782,1872-6232 was not found in DOAJ; assuming Hybrid",
,"PMC3878594",23876990,"10.1016/j.endeavour.2013.06.005","Elsevier","Endeavour","0160-9327, 1873-1929","Family influence and psychiatric care: physical treatments in Devon mental hospitals, c. 1920 to the 1970s",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3878594 to PMC3878594

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.endeavour.2013.06.005 to 10.1016/j.endeavour.2013.06.005

[2016-05-20T11:43:21Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:21Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:21Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:21Z processor] Journal with ISSN 0160-9327,1873-1929 was not found in DOAJ; assuming Hybrid",
,"PMC3878597",23578694,"10.1016/j.endeavour.2013.03.001","Elsevier","Endeavour","0160-9327, 1873-1929","Understanding life together: a brief history of collaboration in biology",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3878597 to PMC3878597

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.endeavour.2013.03.001 to 10.1016/j.endeavour.2013.03.001

[2016-05-20T11:43:21Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:21Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:21Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:21Z processor] Journal with ISSN 0160-9327,1873-1929 was not found in DOAJ; assuming Hybrid",
,"PMC3682189",23352740,"10.1016/j.eplepsyres.2013.01.004","Elsevier","Epilepsy Research","0920-1211, 1872-6844","Assessing hippocampal functional reserve in temporal lobe epilepsy: A multi-voxel pattern analysis of fMRI data",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3682189 to PMC3682189

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.eplepsyres.2013.01.004 to 10.1016/j.eplepsyres.2013.01.004

[2016-05-20T11:43:21Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:21Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:21Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:22Z processor] Journal with ISSN 0920-1211,1872-6844 was not found in DOAJ; assuming Hybrid",
,"PMC3526775",20655620,"10.1016/j.ejcb.2010.06.007","Elsevier","European Journal of Cell Biology","0171-9335, 1618-1298","Vinculin, an adapter protein in control of cell adhesion signalling",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3526775 to PMC3526775

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.ejcb.2010.06.007 to 10.1016/j.ejcb.2010.06.007

[2016-05-20T11:43:22Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:22Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:22Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:22Z processor] Journal with ISSN 0171-9335,1618-1298 was not found in DOAJ; assuming Hybrid",
,"PMC3526772",22342432,"10.1016/j.ejmg.2011.12.011","Elsevier","European Journal of Medical Genetics","1769-7212, 1878-0849","Array Comparative Genomic Hybridization: Results from an adult population with drug-resistant epilepsy and co-morbidities",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3526772 to PMC3526772

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.ejmg.2011.12.011 to 10.1016/j.ejmg.2011.12.011

[2016-05-20T11:43:22Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:22Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:22Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:22Z processor] Journal with ISSN 1769-7212,1878-0849 was not found in DOAJ; assuming Hybrid",
,"PMC3681921",23785469,"10.1371/journal.pone.0066068","PLOS","PLOS One","1932-6203","Identification and analysis of putative homologues of mechanosensitive channels in pathogenic protozoa",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3681921 to PMC3681921

[2016-05-20T11:39:51Z importer] normalised DOI 10.1371/journal.pone.0066068 to 10.1371/journal.pone.0066068

[2016-05-20T11:43:23Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:23Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:23Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution which gives us licence type cc-by

[2016-05-20T11:43:23Z processor] Journal with ISSN 1932-6203 was found in DOAJ; assuming OA",
,"PMC3791403",23265954,"10.1016/j.euroneuro.2012.12.001","Elsevier","European Neuropsychopharmacology","0924-977X, 1873-7862","Systematic Review and Meta Analysis of Serotonin Transporter Genotype and Discontinuation from Antidepressant Treatment",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3791403 to PMC3791403

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.euroneuro.2012.12.001 to 10.1016/j.euroneuro.2012.12.001

[2016-05-20T11:43:23Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:23Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:23Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:23Z processor] Journal with ISSN 0924-977X,1873-7862 was not found in DOAJ; assuming Hybrid",
,"PMC3632754",23422038,"10.1016/j.yexcr.2013.02.005","Elsevier","Experimental Cell Research","0014-4827, 1090-2422","Perturbation of invadolysin disrupts cell migration in zebrafish (Danio rerio)",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3632754 to PMC3632754

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.yexcr.2013.02.005 to 10.1016/j.yexcr.2013.02.005

[2016-05-20T11:43:24Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:24Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:24Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:24Z processor] Journal with ISSN 0014-4827,1090-2422 was not found in DOAJ; assuming Hybrid",
,"PMC3562441",23232206,"10.1016/j.exer.2012.11.015","Elsevier","Experimental Eye Research","0014-4835, 1096-0007","Ccl2, Cx3r1 and Ccl2/Cx3cr1 chemokine deficiencies are not sufficient to cause age-related retinal degeneration",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3562441 to PMC3562441

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.exer.2012.11.015 to 10.1016/j.exer.2012.11.015

[2016-05-20T11:43:24Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:24Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:24Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:24Z processor] Journal with ISSN 0014-4835,1096-0007 was not found in DOAJ; assuming Hybrid",
